id,entity_type,name,description,official_url,repository_url,manufacturer,robot_type,physical_form,capabilities,payload,mobility,weight,operating_system,open_source,commercial_status,source_name,source_url,website_status,logo_status,quality_score,updated_at
robot:ashishmehtaio/quadruped-robot-dqn,robot,Quadruped-robot-DQN,,,https://github.com/ashishmehtaio/quadruped-robot-dqn,AshishMehtaIO,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:17:56.881025+00:00
robot:toolknox/quadruped-i,robot,Quadruped-I,Printable Quadruped RobotStep by Step assembly instruction.With code,,https://github.com/toolknox/quadruped-i,ToolKnox,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:openie-dev/openloco,robot,openloco,"Open-source wheel–leg–aerial hybrid robot substrate. v0.5 reproduction milestone artifacts (descriptors, baked URDF + MJCF + STL + BOM).",,https://github.com/openie-dev/openloco,openIE-dev,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:migonium/quadruped,robot,quadruped,Quadruped robot based on arduino and adafruit PWM shield for servos,,https://github.com/migonium/quadruped,migonium,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:ansh1113/vio-footstep-planner,robot,vio-footstep-planner,"VIO + Footstep Planner for GPS-denied quadruped navigation - 98% success rate, 60% drift reduction, real-time autonomous navigation with loop closure",,https://github.com/ansh1113/vio-footstep-planner,ansh1113,Quadruped Robot,Quadrupedal,"quadrupedal_locomotion, autonomous_navigation",,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:toolknox/quadruped-ii-v10,robot,quadruped-ii-v10,A place for the v1.0 files of,,https://github.com/toolknox/quadruped-ii-v10,ToolKnox,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:mkme/quadrupedal-robot,robot,quadrupedal-robot,SpotMicro quadrupedal 3D printed robot project  ,,https://github.com/mkme/quadrupedal-robot,MKme,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:vaithak/quadruped-mpc,robot,Quadruped-MPC,Implementation of Convex Model Predictive Control for locomotion of MIT cheetah quadruped,,https://github.com/vaithak/quadruped-mpc,vaithak,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:younghyeonpark/sabo-quadruped,robot,sabo-quadruped,,,https://github.com/younghyeonpark/sabo-quadruped,YounghyeonPark,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.8,2026-09-17T12:17:56.881025+00:00
robot:albiansalihu/leggedrobotics,robot,LeggedRobotics,"Bio-inspired CPG controller and CPG-augmented PPO/SAC deep RL for quadruped locomotion on a simulated Unitree A1 (PyBullet). EPFL Legged Robots, BioRob lab. ",,https://github.com/albiansalihu/leggedrobotics,AlbianSalihu,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:assawayut/blendmpc,robot,blendmpc,"Composable blends of MPC and RL for robotics: residual RL, learned terminal costs, policy warm starts, and MPC distillation over Gymnasium + Crocoddyl/acados, benchmarked on a walking Go2",https://assawayut.github.io/blendmpc,https://github.com/assawayut/blendmpc,assawayut,Quadruped Robot,Quadrupedal,"bipedal_locomotion, quadrupedal_locomotion, manipulation",,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:dspeers/sirius-control-panel,robot,sirius-control-panel,"Single-file, dependency-free local web control panel for the Hengbot Sirius robot dog (camera, driving, poses, actions) — a tiny Python reverse-proxy, no CORS/mixed-content hassle.",,https://github.com/dspeers/sirius-control-panel,dspeers,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:gpai-robotics/go2-lab-rough-terrain-locomotion,robot,go2-lab-rough-terrain-locomotion,Blind history-conditioned rough-terrain locomotion for Unitree Go2 with teacher-guided training and deployment-oriented evaluation.,,https://github.com/gpai-robotics/go2-lab-rough-terrain-locomotion,gpai-robotics,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:samyakkambale/quadruped-robot-dog-version1,robot,Quadruped-Robot-Dog-version1,Quadruped-Robot-Dog,,https://github.com/samyakkambale/quadruped-robot-dog-version1,samyakkambale,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:eelis03/quadruped-gait-simulator,robot,quadruped-gait-simulator,Trot and walk gait generation for a quadruped with support polygon and stability margin analysis.,,https://github.com/eelis03/quadruped-gait-simulator,Eelis03,Quadruped Robot,Quadrupedal,"bipedal_locomotion, quadrupedal_locomotion",,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:serhangursoy/modellingandanimationwithwebgl,robot,ModellingAndAnimationWithWebGL,This project is for demonstrating the basic animation and object modelling with WebGL. Please don't mind my horrible horse model. I didn't have any time to create it in 3D,https://serhangursoy.github.io/ModellingAndAnimationWithWebGL,https://github.com/serhangursoy/modellingandanimationwithwebgl,serhangursoy,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:bitplan/pi-q-robot,robot,PI-Q-Robot,Raspberry PI Quadruped Robot with 3D Simulator,,https://github.com/bitplan/pi-q-robot,BITPlan,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:thomasschnapka/quarosim,robot,quaroSim,Physical simulation of experimental techniques for quadrupedial motion,,https://github.com/thomasschnapka/quarosim,ThomasSchnapka,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:ansh1113/quadruped-ppo,robot,quadruped-ppo,"Quadruped robot locomotion using Proximal Policy Optimization (PPO) in PyBullet simulation - 30% fall reduction, 25% faster velocity",,https://github.com/ansh1113/quadruped-ppo,ansh1113,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:shrirag10/robustwalker,robot,ROBUSTWALKER,PPO-based blind locomotion for the Unitree Go1 quadruped using proprioceptive sensing. Dual MuJoCo/Genesis backend with ~85x GPU training speedup and 1.41 m/s learned gait.,,https://github.com/shrirag10/robustwalker,shrirag10,Quadruped Robot,Quadrupedal,"bipedal_locomotion, quadrupedal_locomotion",,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:shynee1/astro,robot,Astro,"Astro is a custom-built quadruped robot designed to stand, trot, turn, and tilt freely on a variety of different surfaces.",,https://github.com/shynee1/astro,Shynee1,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:raphaelchang/ball-e-hardware,robot,ball-e-hardware,"Hardware designs for BALL-E, a miniature quadruped robot",,https://github.com/raphaelchang/ball-e-hardware,raphaelchang,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:lakshbhambhani/swiffee-minikame-simulator,robot,Swiffee-Minikame-Simulator,"Capstone Project - Homestead High School, JAVA",,https://github.com/lakshbhambhani/swiffee-minikame-simulator,LakshBhambhani,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:reubenstr/quad_ws,robot,quad_ws,ROS2 Quadruped Robot Dog!,,https://github.com/reubenstr/quad_ws,reubenstr,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:tomostt/quadrupeddog,robot,QuadRupedDog,Quadruped walking robot. Raspberry Pi brain + ESP32 servos + XIAO camera. Three-node distributed architecture.,,https://github.com/tomostt/quadrupeddog,TomOstt,Quadruped Robot,Quadrupedal,"bipedal_locomotion, quadrupedal_locomotion",,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:rajpshinde/doggo_description,robot,Doggo_Description,ROS package to Simulate and visualize Stanford Doggo Quadruped Robot in Gazebo and Rviz,,https://github.com/rajpshinde/doggo_description,RajPShinde,Quadruped Robot,Quadrupedal,quadrupedal_locomotion,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:9veedz/4leggedspiderbot,robot,4leggedspiderbot,"ESP32-powered quadruped spider robot with web-based control over WiFi — live gait, posture, and servo calibration via WebSocket. Vibe coded.",,https://github.com/9veedz/4leggedspiderbot,9veedz,Quadruped Robot,Quadrupedal,"bipedal_locomotion, quadrupedal_locomotion",,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:jaisaljain/robotics-deep-reinforcement-learning,robot,robotics-deep-reinforcement-learning,"Deep Reinforcement Learning for Robotics using NVIDIA Isaac Lab, Isaac Sim, and Proximal Policy Optimization (PPO).",,https://github.com/jaisaljain/robotics-deep-reinforcement-learning,JaisalJain,Humanoid Robot,Bipedal Humanoid,"quadrupedal_locomotion, manipulation",,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Aquadruped+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:wang-theo/me5413_mobile_robot_mapping_navigation,robot,ME5413_Mobile_Robot_Mapping_Navigation,Final Project of ME5413 Autonomous Mobile Robotics @ NUS,,https://github.com/wang-theo/me5413_mobile_robot_mapping_navigation,Wang-Theo,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:faroub/vrepsimepuck,robot,VREPSimEPuck,Robot Navigation using the Attractor Dynamics Approach: V-REP Simulation,,https://github.com/faroub/vrepsimepuck,faroub,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:balloon61/tracked-mobile-robot-adaptive-control-with-unknown-slippage,robot,Tracked-Mobile-Robot-Adaptive-Control-with-Unknown-Slippage,Implement an adaptive controller for the tracked mobile robot trajectory tracking with the unknown slippage.,,https://github.com/balloon61/tracked-mobile-robot-adaptive-control-with-unknown-slippage,balloon61,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:roasinc/scout_mini_ros2,robot,scout_mini_ros2,ROS2 packages for Scout Mini,,https://github.com/roasinc/scout_mini_ros2,roasinc,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:pouya-mansournia/delivery-robot-ros,robot,Delivery-Robot-ROS,"ROS 2 Jazzy and Gazebo Harmonic simulation for a six-wheel autonomous delivery robot with CAD meshes, LiDAR obstacle avoidance, WASD teleop, and city waypoint navigation.",,https://github.com/pouya-mansournia/delivery-robot-ros,Pouya-Mansournia,Industrial Arm,Articulated Arm,"manipulation, autonomous_navigation",,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:labeeb1234/omni_bot,robot,omni_bot,autonomous four wheeled omnidirectional robot,,https://github.com/labeeb1234/omni_bot,Labeeb1234,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:huuanhhuynguyen/robond-home-service-robot,robot,RoboND-Home-Service-Robot,Project 5 - Udacity Robotics Software Engineer Nanodegree Program ,,https://github.com/huuanhhuynguyen/robond-home-service-robot,huuanhhuynguyen,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:vstoneofficial/megarover3_ros2,robot,megarover3_ros2,メガローバーVer.3.0 ROS 2 パッケージ,https://vstone.co.jp/products/wheelrobot/ver.3.0_normal.html,https://github.com/vstoneofficial/megarover3_ros2,vstoneofficial,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:roasinc/scout_ros,robot,scout_ros,ROS packages for Scout 2.0,,https://github.com/roasinc/scout_ros,roasinc,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:newton-adhikari/rl_goal_nav_tb3,robot,rl_goal_nav_tb3,"TurtleBot3 autonomous navigation using Deep Reinforcement Learning (DRL) in ROS/Gazebo simulation. Implements goal-based navigation, obstacle avoidance, and policy training with reinforcement learning algorithms for mobile robotics research.",,https://github.com/newton-adhikari/rl_goal_nav_tb3,newton-adhikari,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:omkar-robotics/ros2-slam-navigation2-gazebo,robot,ros2-slam-navigation2-gazebo,ROS2-based autonomous mobile robot simulation using SLAM Toolbox and Navigation2 for mapping and path planning in Gazebo with RViz2 visualization.,,https://github.com/omkar-robotics/ros2-slam-navigation2-gazebo,omkar-robotics,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:cycloneboy/udpdemo,robot,UdpDemo,base android wifi udp communicate to control mobile robot. 基于安卓的WIFI UDP通信 远程控制移动机器人,,https://github.com/cycloneboy/udpdemo,CycloneBoy,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:skunal3318/ros2-autonomous-rover,robot,ROS2-Autonomous-Rover,Vision-Based Autonomous Rover is a ROS 2 + Gazebo-based mobile robot that demonstrates autonomous navigation using LiDAR-based obstacle avoidance and a Finite State Machine (FSM). The rover operates in simulation and is designed with a modular architecture suitable for extending to real hardware.,,https://github.com/skunal3318/ros2-autonomous-rover,skunal3318,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:fangtnw/formation-control-of-the-mobile-robot-with-different-drivetrains,robot,Formation-Control-of-the-Mobile-Robot-with-Different-Drivetrains,Bachelor's degree senior project on cooperative navigation of mobile robots (ROS2 Humble).,,https://github.com/fangtnw/formation-control-of-the-mobile-robot-with-different-drivetrains,Fangtnw,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:smokey8979/anibot,robot,Anibot,"ROS2 Jazzy differential drive robot with Nav2, SLAM, and EKF sensor fusion (wheel odom + laser odom) on Raspberry Pi 5",,https://github.com/smokey8979/anibot,Smokey8979,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:adilnasceng/diffdrive_arduino,robot,diffdrive_arduino,"ROS2 differential drive robot hardware interface — serial motor & encoder control with full Nav2 stack. Supports Humble, Jazzy and STM32F407.",,https://github.com/adilnasceng/diffdrive_arduino,Adilnasceng,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:adilnasceng/rosardunio,robot,rosardunio,"Low-level control firmware for differential drive autonomous mobile robots, providing reliable motor control, sensor management, and ROS 2–compatible serial communication.",,https://github.com/adilnasceng/rosardunio,Adilnasceng,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:felixchenfy/ros_turtlebot_control,robot,ros_turtlebot_control,ROS services for controlling Turtlebot3 to target pose by `Move to Pose` algorithm.,,https://github.com/felixchenfy/ros_turtlebot_control,felixchenfy,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:dagdopurbo/4wis-mobilerobot-kinematics-model-control,robot,4WIS-mobilerobot-kinematics-model-control,,,https://github.com/dagdopurbo/4wis-mobilerobot-kinematics-model-control,dagdopurbo,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.7,2026-09-17T12:17:56.881025+00:00
robot:ggh-png/mobile_robot_simulation,robot,mobile_robot_Simulation,mobile robot gazebo simulator,,https://github.com/ggh-png/mobile_robot_simulation,ggh-png,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:tinker-twins/self_balancing_robot,robot,Self_Balancing_Robot,Self-Balancing Robot,https://youtu.be/Fj6NBK0ggp0?feature=shared,https://github.com/tinker-twins/self_balancing_robot,Tinker-Twins,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:grzesiek2201/sliding-controller,robot,Sliding-controller,Kinematic sliding controller for differential mobile robots in ROS2.,,https://github.com/grzesiek2201/sliding-controller,grzesiek2201,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:jiauzhang/mybot,robot,mybot,MYBot -- Make Your Bot,,https://github.com/jiauzhang/mybot,JiauZhang,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
robot:nstb-robotics/skid-steer-robot,robot,skid-steer-robot,"Four-wheel skid-steer autonomous mobile robot — LiDAR-inertial odometry (FAST-LIO2) + Nav2, VESC drive, no wheel encoders.",https://youtube.com/@NSTBMotorMusic,https://github.com/nstb-robotics/skid-steer-robot,nstb-robotics,Mobile Robot (AMR),Wheeled Mobile,autonomous_navigation,,,,ROS / Linux,True,Commercial Product,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,ACCESSIBLE_UNVERIFIED,UNVERIFIED,1.0,2026-09-17T12:17:56.881025+00:00
robot:aeksiri/mobi_robot,robot,mobi_robot,"ROS Kinetic Compatible ground mobile robots (2WD, 4WD, Ackermann Steering, Mecanum Drive)",,https://github.com/aeksiri/mobi_robot,aeksiri,Mobile Robot (AMR),Wheeled Mobile,,,,,ROS / Linux,True,Research Platform,GitHub Robotics Search,https://api.github.com/search/repositories?q=topic%3Amobile-robot+stars%3A%3E1,REPOSITORY_PROVENANCE_ONLY,UNVERIFIED,0.9,2026-09-17T12:17:56.881025+00:00
